analysis,target,hub_metric,n,spearman_r,spearman_p,pearson_r,pearson_p,region
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_cross_format_rdm_spearman,6,0.3714285714285715,0.46847813411078715,0.8644513291692195,0.0263149154140293,ATL (Semantic)
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_linear_cka,6,0.3714285714285715,0.46847813411078715,0.7926474406277713,0.06003505547603484,ATL (Semantic)
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_retrieval_top1,6,-0.08571428571428573,0.8717434402332361,0.040027188888547185,0.9399912819648758,ATL (Semantic)
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_retrieval_top5,6,0.3142857142857143,0.5440932944606414,0.37486457977920995,0.4640417629426032,ATL (Semantic)
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_concept_minus_format_alignment,6,-0.14285714285714288,0.7871720116618075,-0.12350304361133571,0.8156873306550939,ATL (Semantic)
arm_summary_raw,mean_rsa_spearman,best_cross_format_rdm_spearman,7,0.25,0.5887244480896833,0.3446494005127058,0.4490265091559932,Dorsal Visual
arm_summary_raw,mean_rsa_spearman,best_linear_cka,7,0.3214285714285715,0.4820720382996776,0.5869604339090554,0.16591837258593733,Dorsal Visual
arm_summary_raw,mean_rsa_spearman,best_retrieval_top1,7,-0.7857142857142859,0.03623846267982713,-0.45942836125105746,0.2996878602745391,Dorsal Visual
arm_summary_raw,mean_rsa_spearman,best_retrieval_top5,7,-0.6071428571428572,0.1482311614811614,-0.30357930867989874,0.5080442114093686,Dorsal Visual
arm_summary_raw,mean_rsa_spearman,best_concept_minus_format_alignment,7,-0.4642857142857144,0.2939341076002517,-0.3127586576355771,0.49462731624811557,Dorsal Visual
arm_summary_raw,mean_rsa_spearman,mid_cross_format_rdm_spearman,7,0.07142857142857144,0.8790481931481541,0.3890620601663129,0.3883404150970928,Dorsal Visual
arm_summary_raw,mean_rsa_spearman,mid_linear_cka,7,0.07142857142857144,0.8790481931481541,0.29351163236348454,0.5229021198636588,Dorsal Visual
arm_summary_raw,mean_rsa_spearman,mid_retrieval_top1,7,-0.39285714285714296,0.38331687042697266,-0.23191369429804948,0.6167927249542913,Dorsal Visual
arm_summary_raw,mean_rsa_spearman,mid_retrieval_top5,7,-0.07142857142857144,0.8790481931481541,0.005732656091498783,0.9902681006704753,Dorsal Visual
arm_summary_raw,mean_rsa_spearman,mid_concept_minus_format_alignment,7,-0.8928571428571429,0.006807187408935392,-0.565955300026032,0.18537308309666872,Dorsal Visual
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_cross_format_rdm_spearman,6,1.0,0.0,0.960854500550714,0.002268562493717152,Dorsal Visual
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_linear_cka,6,0.7714285714285715,0.07239650145772594,0.9456521779385866,0.0043502654500970905,Dorsal Visual
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_retrieval_top1,6,-0.6571428571428573,0.15617492711370237,-0.3086808686062752,0.5516848523025163,Dorsal Visual
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_retrieval_top5,6,-0.3714285714285715,0.46847813411078715,-0.08809063908806712,0.8682058313163572,Dorsal Visual
